key,mean,lower,upper,n.subj,seed
b_Intercept,1.9862595618714871,1.5575257460893572,2.448874032020686,499,1
b_syntax_dev1,0.847854428411094,0.42162240352483404,1.2975031502674688,499,1
b_syntax_dev1:trial_dev1,-0.025444702922006412,-0.31916121418600757,0.2735086141386992,499,1
b_trial_dev1,-0.10840561929373196,-0.6762371299156967,0.49450630321158306,499,1
critical_pred,1.2213660498321186,0.34320350883197365,2.0833579550469126,499,1
critical_subj,2.9679643124983195,2.040623971386564,3.885846500258321,499,1
filler_pred,1.0554442170886675,0.21040947274149305,1.8956020271111078,499,1
filler_subj,2.700263668066843,1.7890834390647712,3.6381026298897834,499,1
syntax_critical,1.7465982626662009,0.6992957616682868,2.818710802998771,499,1
syntax_filler,1.6448194509781753,0.6164876139093485,2.709366101001624,499,1
b_Intercept,2.134906787949264,1.5588179601533347,2.721714217041805,499,2
b_syntax_dev1,1.1037294789126955,0.6165668166390718,1.6119960823364978,499,2
b_syntax_dev1:trial_dev1,-0.08078590278705361,-0.7911249394651096,0.6732201717210434,499,2
b_trial_dev1,0.06151293073076268,-0.15289278124703362,0.2731625703253029,499,2
critical_pred,0.8888784755187521,-0.1639849935222246,1.939457668791103,499,2
critical_subj,3.2579092389182507,2.1886821903366522,4.416060287915753,499,2
filler_pred,1.1734761425543847,0.1548363637594174,2.1893685976007276,499,2
filler_subj,3.2193632948056687,2.182140358206508,4.31240826177457,499,2
syntax_critical,2.3690307633994983,0.6103528546517761,4.1668905454080045,499,2
syntax_filler,2.045887152251284,0.3680810398062035,3.8379452319538108,499,2
b_Intercept,1.9785376104407812,1.6035091573727605,2.380315179945797,499,3
b_syntax_dev1,0.8575396683960259,0.6304742535818084,1.0894078371348233,499,3
b_syntax_dev1:trial_dev1,-0.059259344643490815,-0.5729945777615018,0.4535459828088811,499,3
b_trial_dev1,0.03620521200794269,-0.4647519076945586,0.5368782452422418,499,3
critical_pred,1.025533385393322,0.22325894970498686,1.837568934157901,499,3
critical_subj,2.8591314114723554,2.021602679009395,3.710123274913912,499,3
filler_pred,1.216462498696189,0.4023342569295617,2.072565171001645,499,3
filler_subj,2.813023146201259,1.9801631233384471,3.692534780051899,499,3
syntax_critical,1.8335980260790334,0.7358844115538326,2.9677973825577504,499,3
syntax_filler,1.5965606475050702,0.46509119349145306,2.721134212201599,499,3
b_Intercept,2.0010963634999346,1.6649470305520857,2.3603245052514867,499,4
b_syntax_dev1,0.7657823082978544,0.6050059632454071,0.9337346543344585,499,4
b_syntax_dev1:trial_dev1,-0.1764623874909115,-0.3655532259934015,0.021420318975266764,499,4
b_trial_dev1,0.2432416907545599,0.10476700604262541,0.381315964841309,499,4
critical_pred,0.8156099769566088,0.41313639821256887,1.2305028443049042,499,4
critical_subj,2.700099368534141,2.235923598572915,3.2104723547106824,499,4
filler_pred,1.6550181334475516,1.2338208416908232,2.1005884363270604,499,4
filler_subj,2.8336579750614375,2.36720362189505,3.3137089367337182,499,4
syntax_critical,1.8844893915775318,1.3836557164140488,2.414931792030571,499,4
syntax_filler,1.178639841613886,0.693572919894565,1.6842199573834618,499,4
b_Intercept,2.3441785073217605,1.8479925035710982,2.8722250287334674,499,5
b_syntax_dev1,1.0579616725658711,0.43147356691349004,1.6807908340326183,499,5
b_syntax_dev1:trial_dev1,0.07058171140644977,-0.5191266551204826,0.6908602141993587,499,5
b_trial_dev1,-0.08300115466511057,-0.8785600784574313,0.7112945760163719,499,5
critical_pred,1.4397997008274495,0.237379356161289,2.7115499631575926,499,5
critical_subj,3.4145596231462925,2.1501326829704164,4.7698788518649415,499,5
filler_pred,1.1326339686843288,-0.1243193442498334,2.4172712022075555,499,5
filler_subj,3.3897207366289708,2.092911536439204,4.661004829443936,499,5
