Estimate,Est.Error,l.95..CI,u.95..CI,Eff.Sample,Rhat,Rowname
3.3355837221717857,0.4212717568819244,2.564097413276585,4.226956026047467,662.3379003684508,1.001829008981246,Intercept
0.07194906869575007,0.541310165434466,-1.0174317272175561,1.1866733076360754,1147.335980814227,1.0023697413142096,syntax_contr
1.7406047464329872,0.8736887689700272,0.21678754735930764,3.619037263850627,389.26576729674025,1.006454748950812,NP_basic
-1.0479784246732247,0.3918497997680552,-1.7957170339150301,-0.2662865533219235,1181.13975822266,1.001297294418047,NP_sub
-3.5560885985430026,0.5943890351739373,-4.772786165735971,-2.4163382809148946,680.2322446722244,1.0021571798645337,context_sub
-0.3988430718138475,0.95421525926044,-2.37948180552263,1.5022928192798581,989.920038981633,1.0018897877521813,syntax_contr:NP_basic
0.8376175876406967,0.7634315408142723,-0.7057863462624251,2.3577538692567197,929.6144022762047,1.0073242741519952,syntax_contr:NP_sub
-0.08449250350350623,0.7782170409930962,-1.7437070005090831,1.39665443254362,325.7280589837017,1.016443249621972,NP_basic:context_sub
-0.32029293569301237,0.697839914233127,-1.7359459537576603,1.0314099607903382,700.8660293354574,1.0040995212745816,NP_sub:context_sub
-0.10759512310039375,0.6604141999637521,-1.3881860351086308,1.191379867676447,1178.5992605010704,1.0024977940472533,syntax_contr:context_sub
0.37992275612387066,1.224427354640782,-1.9171448263383284,2.964126548816959,1243.1919013955035,1.0032139623611713,syntax_contr:NP_basic:context_sub
0.9093550327838419,1.1677592306875728,-1.2947144249498026,3.3348929582189837,861.7133906624013,1.0053619981773836,syntax_contr:NP_sub:context_sub
