b_Intercept,3.8958394164335295,3.2407359110403084,4.629399262498893,400,201
b_syntax_dev1,1.0082633754494794,0.7915172897856161,1.2424829958639316,400,201
b_syntax_dev1:trial_dev1,0.442378462603145,0.2434286325689426,0.6432730630214664,400,201
b_trial_dev1,0.1890989147613673,-0.4483457233143993,0.8286510358943806,400,201
critical_pred,3.140855588825828,2.2453410610114175,4.138952882284732,400,201
critical_subj,4.2726254145184965,3.298681267893738,5.332550259668883,400,201
filler_pred,2.6342964931422728,1.7688542988676208,3.533415829739568,400,201
filler_subj,5.535580169247521,4.5091214502341375,6.64535955612477,400,201
syntax_critical,1.1317698256926687,0.5904531225655668,1.7004587552237824,400,201
syntax_filler,2.901283676105249,2.253099999588945,3.583556474820787,400,201
b_Intercept,3.3798849828504336,2.872096434041756,3.9307037544392074,400,202
b_syntax_dev1,0.9722898388012717,0.7207345871017737,1.239341647036864,400,202
b_syntax_dev1:trial_dev1,0.25222997310180695,0.025949718265925042,0.49364336284281096,400,202
b_trial_dev1,-0.0675089193256253,-0.6146834646912928,0.44753509490586957,400,202
critical_pred,2.727334036476594,1.9673354921093607,3.487644271593789,400,202
critical_subj,4.167453767875524,3.3461841873604645,5.054184717883611,400,202
filler_pred,2.08785625162173,1.350640577674025,2.858736088858658,400,202
filler_subj,4.536895875427887,3.681036783236976,5.471146830446274,400,202
syntax_critical,1.4401197313989296,0.764503208649661,2.126850652866521,400,202
syntax_filler,2.4490396238061574,1.7612812961720847,3.214080430957412,400,202
b_Intercept,2.424680171725461,2.054733382203475,2.8366186803326596,400,203
b_syntax_dev1,0.6509044771114085,0.32560370285365786,0.973964258572495,400,203
b_syntax_dev1:trial_dev1,0.04682134407185913,-0.10283061610259385,0.19373359034677404,400,203
b_trial_dev1,-0.7900634516713638,-1.3378377291035322,-0.25840393767239395,400,203
critical_pred,2.6106604903572754,1.8989502498484783,3.374380854249009,400,203
critical_subj,3.818826756436374,3.0399190823133897,4.647914626387122,400,203
filler_pred,0.9368908988708294,0.2301350796530565,1.636013329809624,400,203
filler_subj,2.332342541237365,1.6147390100635772,3.0926319954892794,400,203
syntax_critical,1.2081662660790988,0.4793503703134292,1.9357948463938752,400,203
syntax_filler,1.3954516423665353,0.703783064717617,2.105357004448061,400,203
b_Intercept,3.1073839995947576,2.5611939436549194,3.7250937074298087,400,204
b_syntax_dev1,0.5866743852919941,0.35446011633686475,0.824836120992506,400,204
b_syntax_dev1:trial_dev1,0.2446292145345734,-0.12988698873202636,0.6111030261126008,400,204
b_trial_dev1,0.02232989329297826,-0.21833852850706467,0.2738343422121035,400,204
critical_pred,2.7430089355443585,2.029986233972171,3.4947859210417915,400,204
critical_subj,3.4270992770592,2.66094641145337,4.219358713918552,400,204
filler_pred,2.2984102930611683,1.6031479683344847,3.057139721419441,400,204
filler_subj,3.9610174927143036,3.181060685695908,4.809172746566616,400,204
syntax_critical,0.6840903415148414,-0.14531031708724948,1.5654787737204858,400,204
syntax_filler,1.662607199653135,0.7912649732693301,2.5488566020241463,400,204
b_Intercept,3.854537802849746,3.270846155169458,4.5394396548326945,400,205
b_syntax_dev1,0.7453316966443917,0.4895414128810384,1.0094722622367582,400,205
b_syntax_dev1:trial_dev1,0.291159301577386,0.07998569840396351,0.5031785190671956,400,205
b_trial_dev1,-0.020560050599487553,-0.39878494835167716,0.3480852606244214,400,205
critical_pred,3.4209254583822277,2.7049833889642145,4.251078482863972,400,205
critical_subj,4.329270248516239,3.545432891997454,5.243796748344417,400,205
filler_pred,2.7974867540284807,2.0961481519899134,3.5609199543719674,400,205
filler_subj,4.870468750472035,4.051021593237652,5.804888932977435,400,205
syntax_critical,0.9083447901340114,0.25547713922788484,1.571925170633639,400,205
syntax_filler,2.072981996443555,1.4055350663435244,2.788065781217087,400,205
b_Intercept,2.4670731211847543,2.0053032457472244,2.9744814729388467,400,206
b_syntax_dev1,0.6220714866089972,0.4564665863180376,0.7924480807149428,400,206
b_syntax_dev1:trial_dev1,-0.06769023964170834,-0.2382390141587224,0.09420916745242643,400,206
b_trial_dev1,-0.5742727027561911,-0.8666010269495736,-0.2764380457465185,400,206
critical_pred,2.35158409769024,1.772532616932729,2.966935338285039,400,206
critical_subj,3.731107550191651,3.0734535775987823,4.422424677182054,400,206
filler_pred,1.3384191714612743,0.7546391006651099,1.9147784784844177,400,206
filler_subj,2.4471816653958522,1.8771929006036159,3.067198781875882,400,206
syntax_critical,1.3795234525014113,0.8847375120787669,1.9006711991216136,400,206
syntax_filler,1.108762493934578,0.6661454189214767,1.5564480153423597,400,206
b_Intercept,2.6267555837433543,2.1719042263199437,3.1207235405955593,400,207
b_syntax_dev1,0.59176610683898,0.4274023396424186,0.7587428134019178,400,207
b_syntax_dev1:trial_dev1,0.02455442510693167,-0.19377797036244007,0.2357586963444423,400,207
b_trial_dev1,-0.4558259620968755,-0.8402887712153647,-0.07612502655517762,400,207
critical_pred,2.515369864108181,1.8729625474695433,3.1884695953590496,400,207
critical_subj,3.649793227572278,2.9738835039945126,4.378080068508835,400,207
filler_pred,1.554609089700567,0.9468387795007517,2.2215212863878406,400,207
filler_subj,2.7872501535923906,2.1474768072653045,3.4863808369355085,400,207
syntax_critical,1.1344233634640968,0.5967870166432372,1.6896756408837315,400,207
syntax_filler,1.2326410638918235,0.6925451794249553,1.7693598323661341,400,207
b_Intercept,2.574302852420179,1.9317193613684356,3.2406739060758096,400,208
b_syntax_dev1,0.7462096338534103,0.41572083345732114,1.0740530092900487,400,208
b_syntax_dev1:trial_dev1,-0.08416907274960957,-0.48107285926117493,0.3124659437997328,400,208
b_trial_dev1,-0.18175056344392676,-0.3675379438017871,-2.0376219113072715e-4,400,208
critical_pred,1.9256747092610862,1.103673412156625,2.7705118973016223,400,208
critical_subj,3.586432122467126,2.709557866967921,4.509759915387276,400,208
filler_pred,1.7305117278724518,0.9340302503818442,2.566183119551498,400,208
filler_subj,3.0545928500800534,2.2125906830821087,3.9467074904237593,400,208
syntax_critical,1.6607574132060399,0.6011586860588656,2.7292684792944955,400,208
syntax_filler,1.3240811222076014,0.36156427206669056,2.3698077677057214,400,208
b_Intercept,2.782077738316317,2.3670737443808325,3.2337122391547832,400,209
b_syntax_dev1,0.5788186270011706,0.3416157499091998,0.8249173097192617,400,209
b_syntax_dev1:trial_dev1,0.0236476244933988,-0.39472610735894903,0.44131814638598976,400,209
b_trial_dev1,-0.37196631906317174,-0.8382258132741183,0.06545207386473897,400,209
critical_pred,2.5988730548717167,1.842815946725811,3.378957779694889,400,209
critical_subj,3.7092150598872604,2.9182313350847795,4.551267332515811,400,209
filler_pred,1.8076451677585756,1.0814695924148974,2.57037193887615,400,209
filler_subj,3.0125776707477145,2.240800122792531,3.8330099472645642,400,209
syntax_critical,1.1103420050155437,0.15153751977638932,2.0869506510803424,400,209
syntax_filler,1.204932502989139,0.2569609249623368,2.1797449665624073,400,209
b_Intercept,3.0874826072537322,2.6152954716401045,3.629844188485718,400,210
b_syntax_dev1,0.755907425684589,0.35273607250716643,1.174430422921445,400,210
b_syntax_dev1:trial_dev1,-0.04826671731986394,-0.22944688559140589,0.13572810887179126,400,210
b_trial_dev1,-0.5848975296467713,-0.9098972315446446,-0.27509279956637017,400,210
critical_pred,2.8682059938960505,2.16245890813861,3.6279518019862578,400,210
critical_subj,4.476554279904956,3.668614452789729,5.339898319434048,400,210
filler_pred,1.7949443692422355,1.1407269594903156,2.477855299770484,400,210
filler_subj,3.210225785971686,2.4944805647575365,3.976344605223102,400,210
syntax_critical,1.608348286008906,0.6988093455118896,2.548203958635881,400,210
syntax_filler,1.41528141672945,0.5350401215923483,2.2986075863743842,400,210
b_Intercept,2.936362009446027,2.436611392707938,3.4733529870242634,400,211
b_syntax_dev1,0.7887425719888624,0.566628640750088,1.0254137001844907,400,211
b_syntax_dev1:trial_dev1,0.326083713780515,0.06580855609129249,0.5999112166626231,400,211
b_trial_dev1,-0.27391573294971505,-0.7295737830859655,0.18779059028029482,400,211
critical_pred,2.7476188841873945,2.011160794692526,3.5278432098273864,400,211
critical_subj,3.6729366006040896,2.904788469880186,4.497862238831363,400,211
filler_pred,1.5476199907269346,0.8600838137281879,2.296587440684131,400,211
filler_subj,3.7772725622656895,2.9906061839377944,4.607278015202648,400,211
syntax_critical,0.9253177164166949,0.2523814472126631,1.64506066999289,400,211
syntax_filler,2.2296525715387547,1.5538393719007084,2.965143181654911,400,211
b_Intercept,2.625871034920135,2.19710520729889,3.0823222071564906,400,212
b_syntax_dev1,0.6357784794823403,0.48157476996455745,0.793439027828668,400,212
b_syntax_dev1:trial_dev1,-0.1576255097592887,-0.3454634801570523,0.036944303793367675,400,212
b_trial_dev1,-0.44276293862264854,-0.8814635295974336,0.02445389104221292,400,212
critical_pred,2.2752299843011543,1.6194744581754528,2.949057346758579,400,212
critical_subj,3.8620379627844126,3.1519322950511306,4.601599790755718,400,212
filler_pred,1.7049551265744347,1.0920902793135785,2.3805670460084136,400,212
filler_subj,2.661261066020538,2.0093893151203486,3.3512037020882883,400,212
syntax_critical,1.586807978483258,1.0773708901476473,2.116449808277476,400,212
syntax_filler,0.9563059394461032,0.49527744689512737,1.4380535488970032,400,212
b_Intercept,3.4821618240638794,2.9058845078756583,4.115771474087245,400,213
