Parameter,X.95.,mean,X95..,Rowname
syntax_sub_v_one,-0.8226287671231847,-0.3715759393282466,0.07735237234199197,syntax_sub_v_one
syntax_sub_v_basic,-0.8319680009468107,-0.4357710339518713,-0.04484277415631245,syntax_sub_v_basic
syntax_basic_v_sub,0.04484277415631254,0.4357710339518713,0.8319680009468107,syntax_basic_v_sub
syntax_basic_v_one,-0.41991753259009984,0.06419509462362466,0.5545116675925197,syntax_basic_v_one
