Parameter,X.95.,mean,X95..,Rowname
sub_v_one,-2.733815901463295,-1.7396465962048884,-0.8462292209834371,sub_v_one
sub_v_basic,1.4995916359725912,2.3593478398920116,3.2660618840973563,sub_v_basic
basic_v_one,-0.6994977271515442,0.6197012436871231,1.8598164032160964,basic_v_one
syntax_basic_v_one,-0.6337607215897818,0.1055706781590793,0.8514898075992234,syntax_basic_v_one
syntax_sub_v_one,-1.2272572994694046,-0.4569906122214191,0.2617756445473786,syntax_sub_v_one
syntax_sub_v_basic,-1.1299874326356294,-0.5625612903804984,0.007630123967179961,syntax_sub_v_basic
context_syntax_basic_v_one,-0.927741742973336,-0.14547783423198488,0.567030996234759,context_syntax_basic_v_one
context_syntax_sub_v_one,-0.8290589650738788,-0.0740564658753345,0.661398821347629,context_syntax_sub_v_one
context_syntax_sub_v_basic,-0.47866706975895396,0.07142136835665036,0.6405146322949085,context_syntax_sub_v_basic
