key,mean,lower,upper,n.subj,seed
b_Intercept,1.1741347627856558,0.44168987881985367,1.9579231659148948,502,1
b_syntax_dev1,1.271594520025707,0.38913992263200947,2.190366659180545,502,1
b_syntax_dev1:trial_dev1,-0.1060997533106526,-0.4564727003723535,0.25898810214040324,502,1
b_trial_dev1,0.25561725600935814,-0.3693843622814314,0.8980874534366596,502,1
critical_pred,-0.45917676656006196,-1.8224364731749632,0.8966581897642222,502,1
critical_subj,2.2962117801126576,0.9406812849553926,3.726125086085544,502,1
filler_pred,0.26425725207995954,-1.0535579573030018,1.6305058415144835,502,1
filler_subj,2.5952467855100685,1.2409294867413716,4.012990741877666,502,1
syntax_critical,2.7553885466727195,0.85175092238157,4.784576950990447,502,1
syntax_filler,2.3309895334301087,0.5113602039643136,4.322672273073723,502,1
b_Intercept,2.8192399725690147,2.34371793815129,3.3264132544048888,502,2
b_syntax_dev1,0.8787479661488785,0.4699686930774606,1.297621425612044,502,2
b_syntax_dev1:trial_dev1,0.09079327290773692,-0.5172740250140541,0.7009742558069494,502,2
b_trial_dev1,-0.010342145899521375,-0.4831290791841532,0.46915414592198346,502,2
critical_pred,2.0416274252273943,1.096535776992396,3.039237661040373,502,2
critical_subj,3.6175368117096776,2.6686447692826754,4.634953768081708,502,2
filler_pred,1.8393565876128777,0.8990728544800503,2.784565792881946,502,2
filler_subj,3.7784390657261087,2.7686606185849905,4.8377584517431655,502,2
syntax_critical,1.5759093864822833,0.14622060873730092,3.0163220692507657,502,2
syntax_filler,1.939082478113231,0.48111821983404723,3.43798425659517,502,2
b_Intercept,2.417031593067053,1.7572104230313805,3.1396965075952408,502,3
b_syntax_dev1,1.3294283715657822,1.0894965618856383,1.5941105231289665,502,3
b_syntax_dev1:trial_dev1,0.3965758474011983,-0.08838169810717672,0.898528488756592,502,3
b_trial_dev1,0.6018468833744608,0.3420100150826912,0.8850825698722711,502,3
critical_pred,0.8823321855280081,-0.0033788145022716127,1.7812293611078127,502,3
critical_subj,2.748037233857176,1.8614604499207155,3.6959490954677,502,3
filler_pred,1.2928742574745329,0.40450104562174466,2.2017464999247682,502,3
filler_subj,4.744882695408494,3.783491917700349,5.771260656969347,502,3
syntax_critical,1.865705048329168,0.774458803953163,2.9604540669478125,502,3
syntax_filler,3.4520084379339613,2.3254609128036554,4.607986938590085,502,3
b_Intercept,2.2931387025627763,1.6876317553972802,2.9560599610471128,502,4
b_syntax_dev1,0.955988810711182,0.5495290976182832,1.3966657955882518,502,4
b_syntax_dev1:trial_dev1,-0.08124341877869565,-0.8697049949625447,0.7456854362025125,502,4
b_trial_dev1,0.2074961206674079,-0.3245319883824037,0.7314665935915281,502,4
critical_pred,1.0484103524054909,-0.16487525619297472,2.253762358385789,502,4
critical_subj,3.122874811385246,1.9024937444108834,4.384888192417403,502,4
filler_pred,1.625889431297698,0.43000138411855693,2.8125925207905014,502,4
filler_subj,3.3753802151626706,2.1694021241485104,4.636862949089111,502,4
syntax_critical,2.0744644589797554,0.23712400851287577,3.8841163129999625,502,4
