key,fixef_syntax_critical,random_syntax_critical
syntax_critical,0.12566674784183185,-1.9574814503974935
syntax_critical,1.084525198935102,-0.21665625520429987
syntax_critical,1.5771570873665732,-0.43364510374000315
syntax_critical,1.194751567053423,-0.27737252628546816
syntax_critical,1.7725216147137124,-0.10088593891679559
syntax_critical,1.2050522807583182,-0.1734595282705303
syntax_critical,1.3892423487279029,-0.13859356112491006
syntax_critical,0.9355144164602809,0.5420616326846353
syntax_critical,2.8004760935200386,-0.8191785493089354
syntax_critical,3.0725592698439455,-0.34931763469343075
syntax_critical,1.1769357160840102,-0.046519138117106895
syntax_critical,0.9447592637865783,-0.2739231708628458
syntax_critical,1.5496618710787127,-0.0488005409230462
syntax_critical,0.6210004897760477,-0.26210834119183535
syntax_critical,1.6709084278512005,-0.5943819408126493
syntax_critical,1.4138846518791692,-0.09959063232807658
syntax_critical,1.5113797210432192,0.1094164923673086
syntax_critical,1.7026024031890232,-0.2161828103782676
syntax_critical,2.3141436191663094,-0.1469521767103974
syntax_critical,2.067349466000046,-0.20002297153261914
syntax_critical,1.2166128353238388,0.29196545181600275
syntax_critical,1.921606692679379,0.20864659483154055
syntax_critical,2.3055114876245217,0.33641857550761445
syntax_critical,2.034086536933363,0.3861251668095353
syntax_critical,1.5675304302493593,-0.15813353455346485
syntax_critical,1.406713327517822,-0.20422577725933225
syntax_critical,1.6924189540296823,0.14385109115467612
syntax_critical,2.0038415832801086,-0.8580698099822428
syntax_critical,0.8401688593078265,-0.5739790536774219
syntax_critical,1.903745404718952,-0.29808500384905073
syntax_critical,1.3323770753986217,0.29766871028586783
syntax_critical,2.079793628351312,0.1858435014374427
syntax_critical,1.012420599669582,0.34276233620375923
syntax_critical,0.8877208212211392,-0.2605700803328786
syntax_critical,1.0161727357427663,-0.0176495049004034
syntax_critical,1.3426305295504917,0.08449259972838322
syntax_critical,2.1002936009237696,0.254068035635508
syntax_critical,1.4582767820093727,-0.32599801163180203
syntax_critical,1.9133574566702674,-0.3173873537156805
syntax_critical,0.6591415994504315,-0.017510814471921266
syntax_critical,1.6867066533914954,0.6916731122908728
syntax_critical,0.9595266339308308,-0.021730015070464237
syntax_critical,1.169223103979026,-0.09427530554979002
syntax_critical,1.7085589469990188,-0.5415430219576259
syntax_critical,0.8656072610531371,0.23449230235191007
syntax_critical,1.5909409720825591,-0.16332433207858524
syntax_critical,0.0234114310235789,-0.48403758069135366
syntax_critical,1.6988086789466899,0.34179327853099734
syntax_critical,1.0212443400247713,-0.5030099015184786
syntax_critical,1.8998755906766003,0.7329544955768004
syntax_critical,0.4506092119294074,-0.34609629095556665
syntax_critical,2.327628766296704,0.27114649454472595
syntax_critical,1.2655923910591733,0.011140114687988312
syntax_critical,1.6722457843459964,-0.1813281054989691
syntax_critical,1.4855488170696014,-1.0881061709693458
syntax_critical,1.5872226192711056,0.9413677375787797
syntax_critical,0.5477795140948798,0.10679393467108654
syntax_critical,1.711918734701674,-0.028390912074242602
syntax_critical,1.6195625925576613,-1.0554011598262847
syntax_critical,0.8132685150524095,0.07668253320243279
syntax_critical,1.9722018547529618,-0.015974611490288393
syntax_critical,1.978905878168539,-0.27492410275217305
syntax_critical,1.5988974550512614,-0.3874979517617407
syntax_critical,1.1460847599269002,0.19402107684722014
syntax_critical,0.8444693499337141,0.12105555240283372
syntax_critical,0.9392890790761428,0.35304089393813626
syntax_critical,0.8653622037803297,-0.12876680286007466
syntax_critical,1.1004941691500483,0.517053172576259
syntax_critical,1.7155701483807175,-0.3106676343333956
syntax_critical,1.9100900426795135,-0.4162958199290604
syntax_critical,2.1805625829717874,0.32152026321999816
syntax_critical,2.03207315895945,0.43470899534202345
syntax_critical,0.5090923377029055,-0.6357576148188612
