key,mean,lower,upper,n.subj,seed
b_Intercept,4.000604501442594,3.379478635030854,4.678135212386361,501,1
b_syntax_dev1,0.773181721177026,0.5394297429495318,1.0154743735086973,501,1
b_syntax_dev1:trial_dev1,-0.13642090412877003,-0.6235439353375437,0.33662831263085297,501,1
b_trial_dev1,0.17195178353906948,-0.1364286461285708,0.49105163176561073,501,1
critical_pred,2.919050092597729,2.0957710846571143,3.7578514757303783,501,1
critical_subj,4.738255343209321,3.844428642600011,5.702498142256248,501,1
filler_pred,3.5357954679334083,2.736543892267852,4.410098319888464,501,1
filler_subj,4.80931710202992,3.911506107079084,5.800438591338453,501,1
syntax_critical,1.819205250611592,0.7748779380003162,2.9266563966701056,501,1
syntax_filler,1.273521634096512,0.21335962321653945,2.337185301107358,501,1
b_Intercept,1.9810272504304112,1.6199113729893297,2.3720855941616006,501,2
b_syntax_dev1,0.7953187880615553,0.637682813610132,0.95563331627115,501,2
b_syntax_dev1:trial_dev1,-0.09053693401599275,-0.22225698825834428,0.04086303467228763,501,2
b_trial_dev1,-0.2588293589576066,-0.546527406265874,0.02289604525573539,501,2
critical_pred,1.3540008873104696,0.8761420145001704,1.8591542136394912,501,2
critical_subj,3.125712331465566,2.5876255470753238,3.686267106813821,501,2
filler_pred,1.017416037427242,0.5437675135817024,1.5069484764808039,501,2
filler_subj,2.4269797455183673,1.9239533791934447,2.966945692349039,501,2
syntax_critical,1.7717114441550963,1.35638978161645,2.202936471641825,501,2
syntax_filler,1.4095637080911252,1.0235126143102353,1.8162268952550302,501,2
b_Intercept,2.7539802051148734,2.1753683390344807,3.4018214325302747,501,3
b_syntax_dev1,1.2855873016643886,0.8289588963860418,1.784927973993754,501,3
b_syntax_dev1:trial_dev1,0.05493686806910381,-0.779924578080707,0.8740149020275044,501,3
b_trial_dev1,0.04712199035140986,-0.23853580135050265,0.3477197651313282,501,3
critical_pred,1.4762077811681789,0.35242644689255465,2.574721454529994,501,3
critical_subj,3.9375086483587487,2.827614028606654,5.203549185384935,501,3
filler_pred,1.460578025732791,0.34476619179251017,2.6163930754172773,501,3
filler_subj,4.141626365199776,2.966117464106143,5.393894558438999,501,3
syntax_critical,2.4613008671905696,0.6416767665704475,4.447198828099517,501,3
syntax_filler,2.681048339466985,0.7832541997028496,4.623902839962762,501,3
b_Intercept,1.9474554259864814,1.5233153578875853,2.3956635665272716,501,4
b_syntax_dev1,0.6507418688280088,0.1952138939878691,1.1204333309010146,501,4
b_syntax_dev1:trial_dev1,-0.5770378551922721,-1.4587439823906585,0.2851762117836717,501,4
b_trial_dev1,0.24890433209139223,-0.008204969357970776,0.5051921145765277,501,4
critical_pred,0.47077136987480817,-0.6281461314377891,1.5642780327223824,501,4
critical_subj,2.92633081791537,1.868164030728451,4.0324213281550305,501,4
filler_pred,2.122655744442137,1.0334998643466164,3.23076998287159,501,4
filler_subj,2.2700637717136103,1.1585768242575176,3.4364198777926838,501,4
syntax_critical,2.455559448040562,0.5274204203509842,4.4382375287150095,501,4
syntax_filler,0.1474080272714734,-1.8468654634128197,2.1766830933963144,501,4
b_Intercept,2.2662416878788494,1.5817636409641256,2.96846441735172,501,5
b_syntax_dev1,0.9283459467170666,0.4763618968529654,1.3712760824901897,501,5
b_syntax_dev1:trial_dev1,-0.3566153551313933,-0.8225640743058852,0.0809279666247545,501,5
b_trial_dev1,0.2288004143926858,-0.06861877947236428,0.5294979929438636,501,5
critical_pred,0.7524799716377036,-0.20302509877212568,1.7273614791183856,501,5
critical_subj,3.3224025753346234,2.3196502494558433,4.331820671107353,501,5
filler_pred,1.9233115106858618,0.9587004353901236,2.9169826033612716,501,5
filler_subj,3.0667726938572084,2.075151304188174,4.091355607642151,501,5
syntax_critical,2.5699226036969196,1.2499068616795368,3.865335612684142,501,5
syntax_filler,1.1434611831713466,-0.13687336688025756,2.373059308985627,501,5
b_Intercept,2.935880479956899,2.3798720400529336,3.5603778721094392,501,6
b_syntax_dev1,1.4558509549862364,1.0063357002131568,1.936829360655823,501,6
b_syntax_dev1:trial_dev1,-0.11624495883221125,-0.500883111349384,0.2570888357103465,501,6
b_trial_dev1,-0.20279199889909055,-0.7670470388152755,0.3691393190759123,501,6
critical_pred,1.566576565037542,0.6327974573469503,2.5441204818760124,501,6
critical_subj,4.710768392674437,3.655758444939816,5.823398451675231,501,6
filler_pred,1.3934824849037835,0.4758519550611297,2.375792121681041,501,6
filler_subj,4.072694477211834,3.093644895587087,5.141986974649911,501,6
syntax_critical,3.144191827636895,2.0166267414136634,4.402513078248757,501,6
syntax_filler,2.67921199230805,1.480053199641367,3.917200572792602,501,6
b_Intercept,1.4755026554607658,0.8208691853050032,2.1624415222987894,501,7
b_syntax_dev1,1.148323841188839,0.589636181147999,1.7109817676474344,501,7
b_syntax_dev1:trial_dev1,0.10746632416002029,-0.8726711678443748,1.0778030673058587,501,7
b_trial_dev1,0.39353292779804894,-0.13915026020654198,0.9617247468491237,501,7
critical_pred,0.041112210633898215,-1.3618579760356742,1.438226416728086,501,7
critical_subj,2.1228272446915355,0.7275677176365111,3.5807546326259128,501,7
filler_pred,0.6132454179099555,-0.8272949222908267,2.0098830412984663,501,7
filler_subj,3.124825748607674,1.7233257443464312,4.6017862527094335,501,7
syntax_critical,2.0817150340576376,-0.10149389258522411,4.339837470962122,501,7
syntax_filler,2.5115803306977185,0.24657980711650185,4.740687738979698,501,7
b_Intercept,1.7919039461100934,1.4766780158410329,2.149874136319856,501,8
b_syntax_dev1,0.8502977985267561,0.639597348776901,1.0617688122638744,501,8
b_syntax_dev1:trial_dev1,-0.13266590509246162,-0.47776073285045084,0.21716434104116722,501,8
b_trial_dev1,0.023283421999693743,-0.5018337439008397,0.5309222778844981,501,8
critical_pred,0.785656820491182,0.08323216342813633,1.485130503294347,501,8
critical_subj,2.7515842277296176,2.011534613667885,3.530102615069866,501,8
filler_pred,1.0975554746754927,0.40510819846107965,1.7916657066326334,501,8
filler_subj,2.532819261544082,1.799272151847909,3.3240031244680597,501,8
syntax_critical,1.9659274072384354,1.1508786735043124,2.7789763240260816,501,8
syntax_filler,1.435263786868589,0.6452773470534606,2.270684900225794,501,8
b_Intercept,2.628258086526757,2.2044837527076866,3.0993248686429506,501,9
b_syntax_dev1,1.7342536556419519,1.477800799831615,2.010469838774564,501,9
b_syntax_dev1:trial_dev1,0.08771430309806508,-0.6905361673642877,0.909957505354647,501,9
b_trial_dev1,-0.5004892187006532,-1.243020444680451,0.2571241767460555,501,9
critical_pred,1.4822079526835232,0.3411807893231878,2.639115855976426,501,9
critical_subj,4.7752866577712965,3.5392284187068612,6.102961607375128,501,9
