n.subj,seed,key,mean,lower,upper
150,1,b_Intercept,3.1014216383185267,2.191025691618689,4.1823545954185954
150,1,b_syntax_dev1,0.7629213535973337,0.29492900256415927,1.2679583413564
150,1,b_syntax_dev1:trial_dev1,0.0665828553908316,-0.26377651452437395,0.39352686754404664
150,1,b_trial_dev1,-0.11862869892320979,-0.7363890390976177,0.4914630221451686
150,1,critical_pred,2.5237118390352347,1.3264384549590529,3.8502223892285556
150,1,critical_subj,3.916388835448239,2.6762894518664386,5.36686125910058
150,1,filler_pred,2.1532887304071515,0.9775384981160161,3.442601359610781
150,1,filler_subj,3.8122971483834824,2.5303911412992135,5.2698151757651255
150,1,syntax_critical,1.3926769964130044,0.28524092744594604,2.5410818895831175
150,1,syntax_filler,1.6590084179763307,0.5107943033210446,2.9069289163822254
150,2,b_Intercept,2.969258178977365,2.2754928439101985,3.804377513833924
150,2,b_syntax_dev1,0.5203596227769397,0.17335593221091952,0.9006530871775469
150,2,b_syntax_dev1:trial_dev1,0.12525062479214863,-0.2785487267255506,0.5323053250950629
150,2,b_trial_dev1,-0.023267886897180932,-0.5161946296404604,0.4600262656806861
150,2,critical_pred,2.5974170678897543,1.6444409800089128,3.6770420018044305
150,2,critical_subj,3.387635063859337,2.3754846271483037,4.56196738798964
150,2,filler_pred,2.3003800445110953,1.3920435677757521,3.370662323195821
150,2,filler_subj,3.591600539649272,2.591906930368694,4.739984918755915
150,2,syntax_critical,0.7902179959695822,-0.25550989455803125,1.9217110120270948
150,2,syntax_filler,1.2912204951381767,0.24606334065148353,2.440035969199661
150,3,b_Intercept,2.2028134097661303,1.6580862055850991,2.808716980818571
150,3,b_syntax_dev1,0.8597879184128457,0.5856507006813928,1.1700144498998586
150,3,b_syntax_dev1:trial_dev1,-0.21179222372503267,-0.5140272874073748,0.07954945360538446
150,3,b_trial_dev1,-0.7389096565887643,-1.0921590832653094,-0.4116046802383144
150,3,critical_pred,1.8701429242170162,1.1455606785475134,2.6603387181970217
150,3,critical_subj,4.013303208492773,3.137408671506032,5.090779468258512
150,3,filler_pred,0.815908058489553,0.15495315019582523,1.4810743318497082
150,3,filler_subj,2.1118994478651794,1.4241604048163063,2.8891325617280335
150,3,syntax_critical,2.143160284275757,1.3004199752319698,3.0858443742887
150,3,syntax_filler,1.2959913893756263,0.5626924777077678,2.0658665717728573
150,4,b_Intercept,2.9240813658080733,2.221507912398149,3.7614813975412247
150,4,b_syntax_dev1,0.709595936133761,0.3425265002316031,1.1051717641196321
150,4,b_syntax_dev1:trial_dev1,0.011078855417261136,-0.28087774770268237,0.30408257900948316
150,4,b_trial_dev1,-0.15663231247631662,-0.7041995425737363,0.3776989198007621
150,4,critical_pred,2.3821965975678903,1.4413270136578609,3.4432014401984246
150,4,critical_subj,3.77923075900089,2.6949812288882145,5.007564692823394
150,4,filler_pred,2.0467742617807345,1.1501083702897092,3.046471362448375
150,4,filler_subj,3.488123844882779,2.4771261301999314,4.659305894491467
150,4,syntax_critical,1.3970341614329997,0.4773294376863795,2.395456900223806
150,4,syntax_filler,1.4413495831020444,0.5154260526534397,2.426228917285602
150,5,b_Intercept,2.777798155832748,1.9542324563903206,3.778663792303675
150,5,b_syntax_dev1,0.5524121186586027,0.16284997548330105,0.9553172743922878
150,5,b_syntax_dev1:trial_dev1,0.530713920799198,0.1875846227815151,0.9054001179600809
150,5,b_trial_dev1,0.4373724866848313,-0.15888600701354336,1.041607077736579
150,5,critical_pred,2.3187274712885118,1.2127855593991819,3.595494276534229
150,5,critical_subj,2.362123867007321,1.283083866686181,3.602535146119591
150,5,filler_pred,2.132044603059778,1.0626654369080837,3.298576348380463
150,5,filler_subj,4.29829668197538,3.028353579487629,5.800000856236612
150,5,syntax_critical,0.04339639571880955,-0.970485704116767,1.0579365023590233
150,5,syntax_filler,2.1662520789156012,1.0942316767816624,3.3705518931817005
150,6,b_Intercept,3.71746152729619,2.871056323458289,4.795300688000836
150,6,b_syntax_dev1,0.9886021085248324,0.5913673367310955,1.418063391694346
150,6,b_syntax_dev1:trial_dev1,-0.16913290423254804,-0.5369410159220639,0.20635535929114385
150,6,b_trial_dev1,-0.1530425463833796,-0.6289578616831233,0.30775063789155516
150,6,critical_pred,2.712769060922189,1.6937364854919583,3.898704637493076
150,6,critical_subj,5.02823908643695,3.8319064969985166,6.458805792151891
150,6,filler_pred,2.7449497766205257,1.7244542803338407,3.9176535957272183
150,6,filler_subj,4.383888185205095,3.247632468386894,5.744528199726955
150,6,syntax_critical,2.315470025514761,1.2189782945031653,3.5092674916250552
150,6,syntax_filler,1.6389384085845689,0.5943910733593254,2.731115846906044
150,7,b_Intercept,3.6812393507139762,2.6991221464557715,4.861918212603454
150,7,b_syntax_dev1,0.5470554707618487,0.11269457619863163,1.0051510274083468
150,7,b_syntax_dev1:trial_dev1,0.010437646878409385,-0.5006553079917067,0.4938671225442553
150,7,b_trial_dev1,-0.13719456973725294,-0.5074310677815804,0.22938817811838044
150,7,critical_pred,3.28181609656779,2.122464957087641,4.616766131848834
150,7,critical_subj,4.355051744334668,3.0576732981057577,5.864447228200126
150,7,filler_pred,2.9865516633364653,1.842405037042157,4.307427499239137
150,7,filler_subj,4.101537898616981,2.812825172592059,5.630118605576858
150,7,syntax_critical,1.0732356477668785,-0.23949317729381264,2.4536657511326956
150,7,syntax_filler,1.1149862352805162,-0.1864939599962813,2.467824717499311
150,8,b_Intercept,2.1158456816101863,1.4257727370317168,2.892722768316176
150,8,b_syntax_dev1,0.6106078956320471,0.3129340923654089,0.9433396909190169
