key,mean,lower,upper,n.subj,seed
b_Intercept,3.190815686966884,2.5156966776959373,3.9236185938537065,400,1
b_syntax_dev1,0.5575496320488311,0.25310454020205436,0.8655193437214435,400,1
b_syntax_dev1:trial_dev1,0.08466491797216066,-0.1326058705909687,0.3046970061073219,400,1
b_trial_dev1,-0.25238023096346524,-0.44883068033623214,-0.048056429199272506,400,1
critical_pred,2.970311203853679,2.1658725434890433,3.8001579827684298,400,1
critical_subj,3.9160806320070196,3.084628497633809,4.781870611789789,400,1
filler_pred,2.2962209059824272,1.5542384482328844,3.081559469498055,400,1
filler_subj,3.5806500060244106,2.766682490962862,4.433017308200189,400,1
syntax_critical,0.945769428153341,0.20565330340757015,1.6953605653275117,400,1
syntax_filler,1.2844291000419836,0.557335295155982,2.0370571407388907,400,1
b_Intercept,2.654090649667042,2.0518116121517544,3.279560857407731,400,2
b_syntax_dev1,0.6573304702874904,0.30621430790841264,1.0167149690825676,400,2
b_syntax_dev1:trial_dev1,-0.0017920121586820286,-0.17611640959948366,0.17611546086437352,400,2
b_trial_dev1,-0.15348963245388728,-0.43627063379113173,0.12805835888699726,400,2
critical_pred,2.1484577996747567,1.3938293876396808,2.9225813099636215,400,2
critical_subj,3.466702764567102,2.666146580325763,4.320514150339381,400,2
filler_pred,1.8450625590843464,1.1186197337673944,2.579776705759677,400,2
filler_subj,3.156139475341963,2.3789359746838357,3.9959763808070208,400,2
syntax_critical,1.3182449648923449,0.5366410805333829,2.1240735333275182,400,2
syntax_filler,1.3110769162576168,0.5246335569252008,2.106129439176351,400,2
b_Intercept,2.282624207441234,1.867428191140976,2.7315686103995187,400,3
b_syntax_dev1,0.48478072149932755,0.3140375537819164,0.6580136094625151,400,3
b_syntax_dev1:trial_dev1,0.008533342288815474,-0.12814864127756104,0.14537909708171096,400,3
b_trial_dev1,0.28718928379949865,-0.027672846375155317,0.6052698011209723,400,3
critical_pred,1.5191875444312235,0.9869955936094589,2.0969182048264154,400,3
critical_subj,2.4716823028522477,1.899759860415335,3.048343443338329,400,3
filler_pred,2.07649942745259,1.5337978648326165,2.645876584971075,400,3
filler_subj,3.063127555028876,2.4625851026870453,3.6892900372325967,400,3
syntax_critical,0.9524947584210242,0.5123783633781032,1.3868246368995119,400,3
syntax_filler,0.986628127576286,0.5462509359349722,1.4449483668597722,400,3
b_Intercept,3.0453707956574863,2.4413803499312023,3.683489198971572,400,4
b_syntax_dev1,0.707138774953308,0.3766787477238123,1.0553501722184495,400,4
b_syntax_dev1:trial_dev1,-0.03497069340894926,-0.2635010904036817,0.1848592207398348,400,4
b_trial_dev1,-0.25060270706875876,-0.5299565229389834,0.025484239180695,400,4
critical_pred,2.5538640343639876,1.8132933584270152,3.3438913795594205,400,4
critical_subj,4.038082971088502,3.199474795728798,4.900524852858981,400,4
filler_pred,2.1226000070443685,1.4089459226840109,2.889497664159488,400,4
filler_subj,3.4669361701330863,2.687006901625121,4.296479836108983,400,4
syntax_critical,1.4842189367245144,0.6986865744299305,2.3547542653888343,400,4
syntax_filler,1.3443361630887176,0.5493415659189415,2.1472456026049116,400,4
b_Intercept,3.4156614096075493,2.888852036468522,4.021319229946725,400,5
b_syntax_dev1,0.5258871229873691,0.14680956170867848,0.9003634688096483,400,5
b_syntax_dev1:trial_dev1,-0.2581811436037771,-0.4255624346383887,-0.09318098030959256,400,5
