Parameter,X.95.,mean,X95..,Rowname
syntax_sub_v_one,-0.862976780353609,-0.3844880890093409,0.06066253538674606,syntax_sub_v_one
syntax_sub_v_basic,-0.8713752379610521,-0.4596200461108112,-0.0633268897446463,syntax_sub_v_basic
syntax_basic_v_one,-0.42342725784074375,0.07513195710147032,0.5885298095991512,syntax_basic_v_one
