key,mean,lower,upper,n.subj,n.item,seed
b_Intercept,3.282019357134045,2.8922716610518346,3.7061988216979413,600,8,1
b_syntax_dev1,0.6828891276137385,0.5401484529055661,0.8269955607124385,600,8,1
b_syntax_dev1:trial_dev1,0.19310837042349013,0.06860210005549784,0.31726071535909695,600,8,1
b_trial_dev1,-0.42205310844859945,-0.8269280070109446,-0.017208465500142805,600,8,1
critical_pred,3.214291708392396,2.6292633765309916,3.8306575806892136,600,8,1
critical_subj,4.193853222772892,3.585095313532804,4.838620544434546,600,8,1
filler_pred,1.9839687506482169,1.4205754009232625,2.551337415613784,600,8,1
filler_subj,3.7359637467226743,3.129726310366274,4.361996887098535,600,8,1
syntax_critical,0.9795615143804968,0.5967218528521318,1.3663112708106675,600,8,1
syntax_filler,1.7519949960744574,1.3739217027598352,2.1298998866249397,600,8,1
b_Intercept,2.815101932951363,2.446078162477785,3.216739874790669,600,8,2
b_syntax_dev1,0.5016518642294793,0.35169133417624177,0.6576411106260581,600,8,2
b_syntax_dev1:trial_dev1,0.1326053653785065,-0.013674141358588245,0.2853323974430894,600,8,2
b_trial_dev1,-0.28876600674354325,-0.6621118415025868,0.07688769218454305,600,8,2
critical_pred,2.7348214408439335,2.1714585761836673,3.305104161110871,600,8,2
critical_subj,3.472914438545879,2.9016362931123827,4.074243506956119,600,8,2
filler_pred,1.892078696599834,1.358904061697268,2.4380114748875834,600,8,2
filler_subj,3.1605931558158056,2.5909886904137465,3.761769859627526,600,8,2
syntax_critical,0.7380929977019456,0.3095543130005649,1.1730791232297175,600,8,2
syntax_filler,1.2685144592159716,0.8458432001081175,1.7044846782337313,600,8,2
b_Intercept,3.6771070032165882,3.163262423435463,4.244102482136962,600,8,3
b_syntax_dev1,0.574521748293164,0.2848761984304046,0.877086854895975,600,8,3
b_syntax_dev1:trial_dev1,0.013918597974889375,-0.14510487851983844,0.17807694609807315,600,8,3
b_trial_dev1,0.19293669047234915,-0.5149646647350177,0.9033666524392507,600,8,3
critical_pred,2.9235671624259645,2.0429615149133618,3.880289291229215,600,8,3
critical_subj,4.044773463062514,3.0921401037123166,5.058186939647185,600,8,3
filler_pred,3.2816033474208837,2.384319294746427,4.23415362358475,600,8,3
filler_subj,4.458484039956991,3.5026344783175665,5.4504556011099865,600,8,3
syntax_critical,1.1212063006365494,0.46217351246463145,1.7999808728216995,600,8,3
syntax_filler,1.1768806925361068,0.5254759323533192,1.8630588441769367,600,8,3
b_Intercept,2.6636790734046145,2.2837254955825954,3.089777716329676,600,8,4
b_syntax_dev1,0.5399339353856332,0.37835019174372275,0.7075353042196335,600,8,4
