n.subj,n.item,seed,key,mean,lower,upper
200,10,1,b_Intercept,3.238429851876658,2.639310850338533,3.9366581895567125
200,10,1,b_syntax_dev1,0.9182062869499497,0.6299399505285058,1.2490172556661625
200,10,1,b_syntax_dev1:trial_dev1,0.10244813041408506,-0.11616433295433137,0.32409269212151776
200,10,1,b_trial_dev1,-0.5110770019910692,-0.8643235120426632,-0.1731743641675145
200,10,1,critical_pred,2.9337486973318625,2.1939261079352357,3.7731244379802478
200,10,1,critical_subj,4.565265010403592,3.683621556765014,5.560348078714071
200,10,1,filler_pred,1.7066984325215542,1.0775865364120771,2.402316301520518
200,10,1,filler_subj,3.7480072672496236,2.9393637268518114,4.681654506444788
200,10,1,syntax_critical,1.6315163130717292,0.9024889420708808,2.403445856526429
200,10,1,syntax_filler,2.0413088347280692,1.339550429091603,2.8353573206576046
200,10,2,b_Intercept,3.171435309631848,2.5030586397731747,3.9657798613359896
200,10,2,b_syntax_dev1,0.6628073985908417,0.41050484060197945,0.9362866962054057
200,10,2,b_syntax_dev1:trial_dev1,-0.040785569987861155,-0.299179596920405,0.2093665656409086
200,10,2,b_trial_dev1,0.0023015218187654625,-0.3524627530136046,0.3600234084207779
200,10,2,critical_pred,2.4655408192343797,1.699265551201573,3.3299630817410875
200,10,2,critical_subj,3.8727267563917853,2.9805204257742326,4.899079613068684
200,10,2,filler_pred,2.551715002847633,1.759873377931943,3.435779946236472
200,10,2,filler_subj,3.7957586600535937,2.9135050523138832,4.806381004933435
200,10,2,syntax_critical,1.4071859371574056,0.6836420411716597,2.1820501156935737
200,10,2,syntax_filler,1.244043657205961,0.5267042891130528,1.987628660698234
200,10,3,b_Intercept,3.090655013961432,2.3918857912156715,3.9436163743150567
200,10,3,b_syntax_dev1,0.7182592019774491,0.4468329650757534,1.0104502547215906
200,10,3,b_syntax_dev1:trial_dev1,0.3477186816166811,0.10330493745838867,0.6027592093349051
200,10,3,b_trial_dev1,-0.19601703191864095,-0.7211424416570312,0.33405575052549186
200,10,3,critical_pred,2.916131525519305,2.007740475537537,3.970094434213535
200,10,3,critical_subj,3.657212566240841,2.6763297446309484,4.745131892870904
200,10,3,filler_pred,1.8286600984486607,0.9744994706192087,2.774259869212627
200,10,3,filler_subj,3.960615865636921,2.971150627891351,5.124314443765762
200,10,3,syntax_critical,0.741081040721536,0.006415071488823316,1.4722012297921994
200,10,3,syntax_filler,2.1319557671882605,1.3897884677277874,2.964261285416889
200,10,4,b_Intercept,3.1521956025149835,2.3935988162451096,4.023222932709686
200,10,4,b_syntax_dev1,0.36546636471193006,-0.07720533443323874,0.8073397817961873
200,10,4,b_syntax_dev1:trial_dev1,-0.08650181873219696,-0.3100791545374561,0.14269803411292495
200,10,4,b_trial_dev1,-0.3425358107019546,-0.5978381656239714,-0.09493602687337797
200,10,4,critical_pred,3.042763229772811,2.136184431341401,4.0338707915611165
200,10,4,critical_subj,3.946699596661065,2.9371456007523604,5.055158484297948
200,10,4,filler_pred,2.5306952458332956,1.6649339954208457,3.4871239848564075
200,10,4,filler_subj,3.088624337792762,2.169982558137207,4.124184194133523
200,10,4,syntax_critical,0.9039363668882541,-0.09348483700210955,1.9066103502729557
200,10,4,syntax_filler,0.5579290919594663,-0.4029034138791734,1.5511386330571992
200,10,5,b_Intercept,3.029474203628118,2.3005187942744483,3.8709359396505434
200,10,5,b_syntax_dev1,0.9169513061265397,0.6489855785207475,1.2238399509951188
200,10,5,b_syntax_dev1:trial_dev1,0.7091799085308261,0.39886753767260597,1.0398897995381513
200,10,5,b_trial_dev1,0.04562903003095922,-0.28443116115696476,0.3738727350641494
200,10,5,critical_pred,2.776073776001445,1.9139009574193926,3.7423981376623274
200,10,5,critical_subj,3.1916165711928723,2.301131190000222,4.192976558425041
200,10,5,filler_pred,1.4489720190017112,0.6221826207402545,2.3017985774348224
200,10,5,filler_subj,4.701234448316443,3.662965482798957,5.908040742170493
200,10,5,syntax_critical,0.41554279519142734,-0.3500348538857459,1.1830823266257229
200,10,5,syntax_filler,3.2522624293147318,2.3825902839795248,4.251381853571053
200,10,6,b_Intercept,2.766403836596098,2.2405793794111095,3.389429156718427
200,10,6,b_syntax_dev1,0.7426521169889521,0.4839520570821846,1.0248542342487004
200,10,6,b_syntax_dev1:trial_dev1,0.6221482291854432,0.37792066415209224,0.8864113663040658
200,10,6,b_trial_dev1,0.46287608959883364,0.11821551418439165,0.8179158107678733
200,10,6,critical_pred,2.1830238591937556,1.5354227844436796,2.93472913187301
200,10,6,critical_subj,2.424031634800773,1.7402306479879521,3.1976577223176035
