key,mean,lower,upper,n.subj,n.item,seed
b_Intercept,3.358046226201286,2.6632880918879724,4.136220426958164,200,6,1
b_syntax_dev1,0.631670095212612,0.27186325293615043,1.0213926107016986,200,6,1
b_syntax_dev1:trial_dev1,-0.143838460795481,-0.5470130802111207,0.2258882598285595,200,6,1
b_trial_dev1,-0.02383761834919584,-0.268918164497032,0.22019808377253391,200,6,1
critical_pred,2.606375288542389,1.7643549544337174,3.529763051349119,200,6,1
critical_subj,4.157392400558575,3.1962526424427287,5.24526636605419,200,6,1
filler_pred,2.846376973434959,1.9972594866619633,3.7770790881152303,200,6,1
filler_subj,3.8220402422692215,2.8786686850911605,4.876282359480442,200,6,1
syntax_critical,1.551017112016186,0.5020062275557667,2.6791445339235622,200,6,1
syntax_filler,0.9756632688342621,-0.07200731458372038,2.0439740534936144,200,6,1
b_Intercept,3.594823740240172,2.8710129324896725,4.474434284143002,200,6,2
b_syntax_dev1,0.7079522282719718,0.33329570814278453,1.1129488934078742,200,6,2
b_syntax_dev1:trial_dev1,0.03439563020201401,-0.2769411796361081,0.34264441456042405,200,6,2
b_trial_dev1,-0.13307627653793783,-0.5638029327816169,0.30617448948855086,200,6,2
critical_pred,3.054343418708152,2.127840445467167,4.059027571031577,200,6,2
critical_subj,4.401456614848068,3.3599790166898984,5.618002366959848,200,6,2
filler_pred,2.7193996052282485,1.8524826459335337,3.7252640636716863,200,6,2
filler_subj,4.2040953221762205,3.1757011099351886,5.384702694800759,200,6,2
syntax_critical,1.3471131961399156,0.34756388775455704,2.3919885407669,200,6,2
syntax_filler,1.4846957169479718,0.5201978255142222,2.5039499200508617,200,6,2
key,mean,lower,upper,n.subj,n.item,seed
b_Intercept,3.4202995307463926,2.718617708321637,4.218464363171477,200,6,1
b_syntax_dev1,0.6391264630330533,0.27444471643780033,1.0240228006804986,200,6,1
b_syntax_dev1:trial_dev1,-0.30529420467978724,-0.6793741715961267,0.043656805293521485,200,6,1
b_trial_dev1,-0.12325162852362785,-0.6288759020814315,0.39823298903575194,200,6,1
critical_pred,2.59913049155718,1.662257882954999,3.6025394903414205,200,6,1
critical_subj,4.487971826982861,3.4408431514041444,5.711498781451584,200,6,1
filler_pred,2.9632156438694985,1.9996744647344709,4.03802311807189,200,6,1
filler_subj,3.6308801605760306,2.6354392583625605,4.768897682934061,200,6,1
syntax_critical,1.8888413354256812,0.8992875847197345,2.9692273122854584,200,6,1
syntax_filler,0.667664516706532,-0.3396249417715642,1.6979318773748937,200,6,1
b_Intercept,2.509831151716959,1.9453354562349991,3.16283734690918,200,6,3
b_syntax_dev1,0.3299961452507389,0.05452186842756419,0.6249591148107779,200,6,3
b_syntax_dev1:trial_dev1,0.05428102193085996,-0.1681108818311365,0.27886989902751086,200,6,3
b_trial_dev1,-0.009776065304917996,-0.38510695783283944,0.3640243040548576,200,6,3
critical_pred,2.2438920937019984,1.4841822142288597,3.0526932013417305,200,6,3
critical_subj,2.795322340341756,2.0165715251055905,3.675752263516202,200,6,3
filler_pred,2.1157779192304424,1.3664341351015574,2.901830966744792,200,6,3
filler_subj,2.8843322535936404,2.1196091807017945,3.753972564419732,200,6,3
syntax_critical,0.5514302466397579,-0.14428276886652472,1.2937564060619664,200,6,3
syntax_filler,0.7685543343631978,0.06571189617903087,1.5186296246352704,200,6,3
b_Intercept,3.1195776981166574,2.5345199857375893,3.789902149739559,200,6,2
b_syntax_dev1,0.7527592133109939,0.3421146963809994,1.1821466444815643,200,6,2
b_syntax_dev1:trial_dev1,0.19818331509626777,-0.2580850161397852,0.6810960509797144,200,6,2
b_trial_dev1,0.009229846688886333,-0.44351173799853233,0.4710432471136852,200,6,2
critical_pred,2.555771953213045,1.6574915361083258,3.52571654359301,200,6,2
critical_subj,3.6649237496424973,2.6924209064231857,4.772786404332359,200,6,2
filler_pred,2.177865016398282,1.284322298241501,3.1415833336000496,200,6,2
filler_subj,4.079750073212805,3.0560358904280736,5.181609430852082,200,6,2
syntax_critical,1.1091517964294524,-0.12063593003399835,2.3253563481712294,200,6,2
syntax_filler,1.9018850568145236,0.6719749553490606,3.2186138068021246,200,6,2
b_Intercept,3.0951436134013264,2.4637496337933436,3.81301898663369,200,6,4
b_syntax_dev1,0.6843134959951102,0.298909655232034,1.090050163788593,200,6,4
b_syntax_dev1:trial_dev1,0.1896622555957429,-0.11792680878109975,0.4986832235586113,200,6,4
b_trial_dev1,-0.008038457339360627,-0.4459801142549943,0.4386376790105451,200,6,4
critical_pred,2.6085308303413197,1.742335317065219,3.5451926688401665,200,6,4
critical_subj,3.5978333111400542,2.655359183937092,4.636042664087003,200,6,4
filler_pred,2.2131294044711125,1.38550081089431,3.122112562478823,200,6,4
filler_subj,3.9610809076528186,3.016220587105306,5.027014909807867,200,6,4
syntax_critical,0.9893024807987346,-0.016912926225806757,1.9965963051101623,200,6,4
syntax_filler,1.7479515031817061,0.7720103394374433,2.791771991161175,200,6,4
b_Intercept,2.523385435654235,1.9496636421490854,3.1498751335094712,200,6,3
b_syntax_dev1,0.7217438645252491,0.40890917455557935,1.0510448405956394,200,6,3
b_syntax_dev1:trial_dev1,-0.07218308299549173,-0.31266071000430323,0.17149107626111296,200,6,3
b_trial_dev1,-0.3457333996123113,-0.662613195272216,-0.041823403518886956,200,6,3
critical_pred,2.0751918877458055,1.3753156638603536,2.8350133900437147,200,6,3
critical_subj,3.6630457827872873,2.8318943805461427,4.561102711376875,200,6,3
filler_pred,1.5280912545121663,0.8302730155857967,2.2680317705909103,200,6,3
filler_subj,2.827212817571681,2.055053756457703,3.675964162993042,200,6,3
syntax_critical,1.5878538950414818,0.8148709622662498,2.43371419202696,200,6,3
syntax_filler,1.2991215630595148,0.5115075773547229,2.1186034777226035,200,6,3
b_Intercept,2.365310218181715,1.7823742410586476,3.004936391627646,200,6,5
b_syntax_dev1,0.6917113451791883,0.3990247546107326,1.0081187264933935,200,6,5
b_syntax_dev1:trial_dev1,0.12991210124114458,-0.0975786754719295,0.36180271632517313,200,6,5
b_trial_dev1,0.006159145510585717,-0.2072270361111604,0.2133022429000108,200,6,5
critical_pred,1.7973518287330856,1.1111876840767028,2.5411089645993217,200,6,5
critical_subj,2.920950316609173,2.1986411991726817,3.7272906727799495,200,6,5
filler_pred,1.5498459172719679,0.8780072410317544,2.2553909992494123,200,6,5
filler_subj,3.1930928101126335,2.436069237444607,4.015727060484434,200,6,5
syntax_critical,1.1235984878760876,0.38760568854393845,1.8768313145288307,200,6,5
syntax_filler,1.6432468928406658,0.8977851807255415,2.448069040085074,200,6,5
b_Intercept,4.006930325780082,3.1694208815057108,5.032796118108437,200,6,4
b_syntax_dev1,0.9184274374518508,0.5277171728504246,1.3371045249828999,200,6,4
b_syntax_dev1:trial_dev1,0.3088232120665506,-0.012398085608493247,0.6539927111754549,200,6,4
b_trial_dev1,-0.09474704050999219,-0.7319894596970928,0.517580453387235,200,6,4
critical_pred,3.492073140904774,2.4235965561723822,4.727341994196454,200,6,4
critical_subj,4.711281591675374,3.5386880899746997,6.135902954909491,200,6,4
filler_pred,2.684932635751688,1.6602119935670212,3.8474580512563756,200,6,4
filler_subj,5.139433934788491,3.875493705457214,6.626295889034069,200,6,4
syntax_critical,1.2192084507706005,0.2551262627129918,2.2411494502543223,200,6,4
syntax_filler,2.454501299036803,1.4282030565477635,3.5834658452962946,200,6,4
b_Intercept,3.7226461235891586,2.9681309601007984,4.628588819684013,200,6,6
b_syntax_dev1,1.1455844067126448,0.5977090962216218,1.747343277459515,200,6,6
b_syntax_dev1:trial_dev1,0.07717147931953947,-0.2386957252062671,0.39823264229604977,200,6,6
b_trial_dev1,-0.48271725255829306,-0.9238992441733492,-0.08123914414896792,200,6,6
critical_pred,3.1369504487543463,2.138802570369235,4.252182090795457,200,6,6
critical_subj,5.273776303540557,4.049677193980066,6.6590441434862635,200,6,6
filler_pred,2.0171729849986813,1.0900301926224676,2.9919646321719213,200,6,6
filler_subj,4.46268475706305,3.3556649881346634,5.730354508584533,200,6,6
syntax_critical,2.1368258547862107,0.8697224198597566,3.509619070234905,200,6,6
syntax_filler,2.4455117720643686,1.211375945629277,3.7839053404578378,200,6,6
b_Intercept,2.4140856333400356,1.8523258132829532,3.070345514945787,200,6,5
b_syntax_dev1,0.5153686004734506,0.26342697362747425,0.7860064621650423,200,6,5
b_syntax_dev1:trial_dev1,0.12140685576353785,-0.14271539632472047,0.3937701232130639,200,6,5
b_trial_dev1,-0.3403604501028095,-0.8606585121950346,0.16195111872776036,200,6,5
critical_pred,2.3604843387329324,1.5605210190799113,3.2520660289383367,200,6,5
critical_subj,3.1484078281527577,2.2573733599982684,4.133108802191285,200,6,5
filler_pred,1.4369497270002376,0.6265837125685185,2.2718447970667084,200,6,5
filler_subj,2.7105006394742146,1.8575553591907525,3.6340636022106705,200,6,5
syntax_critical,0.7879234894198255,0.04796803116644243,1.5624213737084982,200,6,5
syntax_filler,1.273550912473977,0.5496200071026595,2.0280584366279375,200,6,5
b_Intercept,3.347514700029876,2.457456177673576,4.3026630067109455,200,6,7
b_syntax_dev1,0.8932199596296576,0.6171365356224828,1.1984531582705824,200,6,7
b_syntax_dev1:trial_dev1,0.20261755227250242,-0.08451456602210618,0.49908343074233447,200,6,7
b_trial_dev1,0.001423002503248271,-0.3347580615704989,0.33329307414854237,200,6,7
critical_pred,2.6554892901694727,1.7097300365063797,3.704667093275358,200,6,7
critical_subj,4.036694104883783,2.9765954304164373,5.229645885192597,200,6,7
filler_pred,2.2531001906309642,1.3164835571139364,3.2233289180835567,200,6,7
filler_subj,4.444775214435285,3.3472874243028023,5.661992908597566,200,6,7
syntax_critical,1.3812048147143106,0.6033050688062913,2.2047638808648564,200,6,7
syntax_filler,2.1916750238043203,1.3729133215205949,3.0859405489978684,200,6,7
b_Intercept,3.8256887176213588,3.0423413029870137,4.737032625724562,200,6,6
b_syntax_dev1,1.3353125141161744,0.8833809219470445,1.8481009178515042,200,6,6
b_syntax_dev1:trial_dev1,0.12941875793093494,-0.33103981117285763,0.5840269612737492,200,6,6
b_trial_dev1,-0.06723312065412002,-0.6674729400708276,0.5165549752333635,200,6,6
critical_pred,2.6870280820902392,1.617666247983305,3.863681931072672,200,6,6
critical_subj,5.098815594460718,3.8942568217628244,6.525541579311267,200,6,6
filler_pred,2.2937243249201296,1.2523883527605346,3.4229958956700295,200,6,6
filler_subj,5.223186869014348,3.9674928724546694,6.596438557063918,200,6,6
syntax_critical,2.411787512370479,1.1726454239695976,3.8084779791680514,200,6,6
syntax_filler,2.9294625440942186,1.677972752556032,4.289328637201754,200,6,6
b_Intercept,3.312250636706464,2.4860304341010013,4.289843294751542,200,6,8
b_syntax_dev1,1.06050215575436,0.75596852310024365,1.4084858269324367,200,6,8
b_syntax_dev1:trial_dev1,0.14752706583373323,-0.29697671470011444,0.6162184949593872,200,6,8
b_trial_dev1,-0.4903491924015088,-0.9247822592675736,-0.09242347657336765,200,6,8
critical_pred,2.8896247391873464,1.8644677352539998,4.078193286401996,200,6,8
critical_subj,4.715574919028599,3.5381061986027658,6.0882831922984275,200,6,8
filler_pred,1.6138722227168623,0.6920319391118444,2.628548143691728,200,6,8
