key,mean,lower,upper,n.subj,n.item,seed
b_Intercept,2.7736901993859018,2.1791877930356267,3.4553337438152583,250,8,1
b_syntax_dev1,0.6252719822783704,0.39949323500400835,0.8692979036132918,250,8,1
b_syntax_dev1:trial_dev1,-0.3437801315195063,-0.5772928357627656,-0.12027714754635957,250,8,1
b_trial_dev1,0.18667795187942018,-0.1895529621372716,0.5523770184558771,250,8,1
critical_pred,1.6179601337086047,0.919205349944261,2.385452195882756,250,8,1
critical_subj,3.556064361304358,2.730119924655733,4.450936715733195,250,8,1
filler_pred,2.6788763005064578,1.929664792755961,3.50288705131905,250,8,1
filler_subj,3.241860002024186,2.461481920610318,4.111336879132349,250,8,1
syntax_critical,1.9381042275957534,1.2909854331324038,2.666437692795981,250,8,1
syntax_filler,0.5629837015177281,-0.05279167536665085,1.2072066562566466,250,8,1
b_Intercept,2.1550964883016577,1.7579275131138314,2.5894388930623014,250,8,2
b_syntax_dev1,0.3574863099240796,0.1832688842221276,0.5377265463237478,250,8,2
b_syntax_dev1:trial_dev1,0.19918357520797414,-0.07828941484016422,0.48948424908175603,250,8,2
b_trial_dev1,-0.24831588724152884,-0.4073410839116288,-0.09532469994969377,250,8,2
critical_pred,2.245109640827081,1.6980959494993795,2.8249397704729744,250,8,2
critical_subj,2.561715110259292,2.0038461432212564,3.156815924536051,250,8,2
filler_pred,1.3501107159280752,0.8492423416079055,1.8729790499185184,250,8,2
filler_subj,2.4634504861921824,1.909646489460033,3.0429297421688513,250,8,2
syntax_critical,0.31660546943221085,-0.3577030478584806,0.997732774523375,250,8,2
syntax_filler,1.1133397702641075,0.4704381466946376,1.7885526126797546,250,8,2
b_Intercept,2.902114401519222,2.3860331658186866,3.490439601323741,250,8,3
b_syntax_dev1,0.6204921838641964,0.3780919535318948,0.8780005190928868,250,8,3
b_syntax_dev1:trial_dev1,-0.0014407151333370872,-0.20394379972092064,0.19136353077134172,250,8,3
b_trial_dev1,-0.05299050119761498,-0.45381135064746936,0.35504247671110833,250,8,3
critical_pred,2.3331720037193038,1.6387781681136873,3.083758567906748,250,8,3
critical_subj,3.5770378017143702,2.8312501767493257,4.425896534908327,250,8,3
filler_pred,2.230072431590748,1.5507900683213864,2.965851440750847,250,8,3
filler_subj,3.4681753690524664,2.728631694232261,4.304260246609341,250,8,3
syntax_critical,1.243865797995067,0.614312339149412,1.9157284973912136,250,8,3
syntax_filler,1.2381029374617185,0.6280540115209734,1.863061762934174,250,8,3
b_Intercept,2.39584597847414,1.9507407359727509,2.8770771583600823,250,8,4
b_syntax_dev1,0.8172277761080887,0.5896911895254248,1.0597233430101585,250,8,4
b_syntax_dev1:trial_dev1,0.11202197876696877,-0.11482321514060201,0.341492680822544,250,8,4
b_trial_dev1,-0.15317810651682243,-0.6333278785097143,0.321613769525174,250,8,4
critical_pred,1.8438182876498426,1.1364152591173693,2.5694974399340538,250,8,4
critical_subj,3.2542298823320825,2.514386831965758,4.059341984845954,250,8,4
filler_pred,1.3134181170822603,0.6305832296392646,2.032074793316697,250,8,4
filler_subj,3.171917626832375,2.4444429311969045,3.968374722329698,250,8,4
syntax_critical,1.4104115946822398,0.7771195588087576,2.0758595353041995,250,8,4
syntax_filler,1.858499509750115,1.2216412518240642,2.5120047832783525,250,8,4
b_Intercept,3.7088018606691944,2.9706320717927612,4.573133040902702,250,8,5
b_syntax_dev1,0.7042771370702186,0.4148626714861007,1.0118750587299576,250,8,5
b_syntax_dev1:trial_dev1,-0.11740183236639858,-0.3698122213043159,0.12444639873661142,250,8,5
b_trial_dev1,-0.25844310312869523,-0.6747395846759838,0.13503524687193574,250,8,5
critical_pred,3.1455659943612724,2.2799666448994884,4.137601329915511,250,8,5
critical_subj,4.788923933234507,3.7560064308540264,5.987453662072721,250,8,5
filler_pred,2.8634834528366793,2.028976286589394,3.788942109318782,250,8,5
filler_subj,4.037234062244319,3.0897161960642827,5.1278698233823095,250,8,5
