key,mean,lower,upper,n.subj,n.item,seed
b_Intercept,2.3085712411979,1.86828209663686,2.7657052689930857,400,8,1
b_syntax_dev1,0.5365495838001785,0.3863334562108154,0.6956672447064216,400,8,1
b_syntax_dev1:trial_dev1,-0.1635034426936202,-0.37143927574802793,0.032810629278819836,400,8,1
b_trial_dev1,-0.3733486677396658,-0.589924378805215,-0.15437301746824916,400,8,1
critical_pred,1.981866882443767,1.4459240032645537,2.540878930172144,400,8,1
critical_subj,3.3819729354313646,2.8025764323570423,4.01099381983341,400,8,1
filler_pred,1.5621764323516758,1.0472456403800574,2.093965200658794,400,8,1
filler_subj,2.3082687145647927,1.7694432356050143,2.870762913630741,400,8,1
syntax_critical,1.4001060529875975,0.8940187226253024,1.9388975041708796,400,8,1
syntax_filler,0.7460922822131166,0.2596336188644505,1.2354438988446574,400,8,1
b_Intercept,4.226599252808331,3.4970300071879072,5.056243767291799,400,8,2
b_syntax_dev1,0.7364050353135897,0.5234585224866193,0.9633086365515395,400,8,2
b_syntax_dev1:trial_dev1,0.13263625369467133,-0.13312004065388888,0.40779246633719024,400,8,2
b_trial_dev1,0.3687838518536889,-0.010582668858010274,0.7748849759128785,400,8,2
critical_pred,3.254046619335724,2.41604156270461,4.181699224129649,400,8,2
critical_subj,4.461584182573561,3.568161118765755,5.474054929086708,400,8,2
filler_pred,3.7263418156537593,2.86006791410021,4.679059571764524,400,8,2
filler_subj,5.464424393670281,4.480883019802866,6.564786521705163,400,8,2
syntax_critical,1.2075375632378367,0.5616835486338343,1.890967068035081,400,8,2
syntax_filler,1.7380825780165219,1.0488316318893178,2.494213661426348,400,8,2
b_Intercept,2.4155313043258997,1.982365085148072,2.8526876087332074,400,8,3
b_syntax_dev1,0.3626477232593428,0.20770632774875739,0.5237317959320075,400,8,3
b_syntax_dev1:trial_dev1,0.18999508912290927,0.051893936135333926,0.33814233480357614,400,8,3
b_trial_dev1,-0.38795222362588283,-0.6599393139269573,-0.11439382413807894,400,8,3
critical_pred,2.6308308938153493,2.0751490243630517,3.1909110151770386,400,8,3
critical_subj,2.976136162088216,2.4117045050874895,3.5799068845285085,400,8,3
filler_pred,1.4749362683177647,0.9563402538750245,2.0036682282716733,400,8,3
filler_subj,2.580221893082269,2.030234776399474,3.1513455749568706,400,8,3
syntax_critical,0.34530526827286706,-0.09618013837441852,0.7865846795860599,400,8,3
syntax_filler,1.1052856247645042,0.6963134654301395,1.5374451438961996,400,8,3
b_Intercept,2.38194554379744,2.0467046161620237,2.745943688618369,400,8,4
b_syntax_dev1,0.5338129160538306,0.3239609272762466,0.7480522602435346,400,8,4
b_syntax_dev1:trial_dev1,-0.13673538537889543,-0.3033157576697519,0.03227363771262141,400,8,4
b_trial_dev1,-0.21512281607648182,-0.5242219799710168,0.09604365922570124,400,8,4
critical_pred,1.926520058441196,1.4223355855623423,2.464518936427738,400,8,4
critical_subj,3.267616661306648,2.7157471903827926,3.8659898080190134,400,8,4
filler_pred,1.769745197046023,1.272915333191606,2.309368417071696,400,8,4
filler_subj,2.5639002583958934,2.030483610138017,3.121143167493627,400,8,4
syntax_critical,1.341096602865452,0.791752259584293,1.887126115131778,400,8,4
syntax_filler,0.7941550613498704,0.2643051743025862,1.3454102716935044,400,8,4
b_Intercept,3.259606195030532,2.6892513917332335,3.9008670610897433,400,8,5
b_syntax_dev1,0.5246251243579719,0.3606708040774056,0.6944670057004371,400,8,5
b_syntax_dev1:trial_dev1,0.3230983273273118,0.1478738592293019,0.5012784131508549,400,8,5
b_trial_dev1,-0.35297861710658057,-0.5972537317251195,-0.1125093614806559,400,8,5
critical_pred,3.4110580151064522,2.741273888028692,4.156804228372108,400,8,5
critical_subj,3.8141116091677727,3.109601682598948,4.571439429706204,400,8,5
filler_pred,2.0589041262386676,1.4643822519290879,2.71402949562883,400,8,5
filler_subj,3.7543510296092353,3.083502631685526,4.508080848992385,400,8,5
syntax_critical,0.40305359406132024,-0.07023954139611055,0.8924728928371455,400,8,5
syntax_filler,1.6954469033705675,1.2265206472046475,2.1856195634402753,400,8,5
