key,mean,lower,upper,n.subj,n.item,seed
b_Intercept,2.498038042530765,2.0818565529128135,2.9680433988331387,350,10,1
b_syntax_dev1,0.27247097702750955,0.08966567059871879,0.45155639614072407,350,10,1
b_syntax_dev1:trial_dev1,-0.15404461074278783,-0.3251743819054236,0.0139600342009174,350,10,1
b_trial_dev1,0.13663922091493777,-0.2371595080580772,0.5219658970799599,350,10,1
critical_pred,1.9348832338455297,1.3522243114036294,2.5550118155701513,350,10,1
critical_subj,2.787914409386125,2.1769355858446913,3.4466175724925563,350,10,1
filler_pred,2.516250897160981,1.9133703742499217,3.193188025906341,350,10,1
filler_subj,2.7531036297304246,2.138624358268351,3.4397104195064427,350,10,1
syntax_critical,0.8530311755405948,0.36141476315974397,1.36046505369444,350,10,1
syntax_filler,0.23685273256944345,-0.2614677389194139,0.7313619305246412,350,10,1
b_Intercept,3.2029155808766676,2.6482699191203025,3.7934469673029785,350,10,2
b_syntax_dev1,0.7970223786693302,0.5088066207604848,1.0985650186087972,350,10,2
b_syntax_dev1:trial_dev1,-0.12684015638666296,-0.30534793936446397,0.04885408741658664,350,10,2
b_trial_dev1,-0.05464269837203837,-0.24820062776146856,0.14234735304884918,350,10,2
critical_pred,2.333695744192713,1.7094458060121112,2.9702337597286115,350,10,2
critical_subj,4.181420814304699,3.443059417565027,4.969488935978877,350,10,2
filler_pred,2.478090660221962,1.857924362308555,3.1453210504079534,350,10,2
filler_subj,3.8184551047872963,3.1261544820262075,4.570703685270453,350,10,2
syntax_critical,1.8477250701119863,1.1634797892376827,2.5637681813367164,350,10,2
syntax_filler,1.3403644445653344,0.6817664634688126,2.039009422259933,350,10,2
b_Intercept,4.313850060671066,3.556459507203588,5.203076336615224,350,10,3
b_syntax_dev1,0.40888344157309253,0.1696374455409712,0.6658898180075044,350,10,3
b_syntax_dev1:trial_dev1,0.026740708089009208,-0.27549861366677075,0.3215283717379383,350,10,3
b_trial_dev1,0.12330944920315738,-0.10477335594709296,0.35817328854311886,350,10,3
critical_pred,3.808397877983825,2.9908692098528475,4.763395150055025,350,10,3
critical_subj,4.572683344951992,3.6866621860796998,5.606754055804448,350,10,3
filler_pred,4.001535360212121,3.162451729587509,4.976517455234217,350,10,3
filler_subj,4.872783659536325,3.968470427712677,5.927507981721991,350,10,3
syntax_critical,0.7642854669681666,0.0014347267281399788,1.549541588737442,350,10,3
syntax_filler,0.8712482993242034,0.08917896347487733,1.6505642531776261,350,10,3
b_Intercept,3.130894631262372,2.6907729122873376,3.6089513464889627,350,10,4
b_syntax_dev1,0.5107868941290712,0.21981441153564402,0.8084629249782912,350,10,4
b_syntax_dev1:trial_dev1,0.20751572751044312,0.013422071366591036,0.40781785479480054,350,10,4
b_trial_dev1,0.13871101021694596,-0.0950766997018346,0.38225676529038605,350,10,4
critical_pred,2.688912454426798,2.1118720133340703,3.3192660565864793,350,10,4
critical_subj,3.2954547876640543,2.688616104875191,3.9596925959349867,350,10,4
filler_pred,2.551303019839804,1.9806573508085776,3.163372077626441,350,10,4
filler_subj,3.9879082631188325,3.332447251582689,4.695215807357828,350,10,4
syntax_critical,0.6065423332372563,-0.09702936459498596,1.3041955799079419,350,10,4
syntax_filler,1.4366052432790286,0.712802006329732,2.187131593709433,350,10,4
b_Intercept,3.7024622667147673,3.0451746836397993,4.46103699539482,350,10,5
b_syntax_dev1,0.9549308691209637,0.7276374983624282,1.2134486687962818,350,10,5
b_syntax_dev1:trial_dev1,-0.010630257279901665,-0.23601569907220832,0.2164385725616219,350,10,5
b_trial_dev1,0.05233317585249712,-0.24996108120145563,0.3568213866070451,350,10,5
critical_pred,2.684567964461405,1.9692168106979593,3.4872654317061436,350,10,5
critical_subj,4.615690217263135,3.7860469259512803,5.583294165453304,350,10,5
filler_pred,2.8104948307262023,2.0824940125658316,3.6129074079673296,350,10,5
filler_subj,4.699096054408327,3.8238492625415152,5.661717161853596,350,10,5
syntax_critical,1.9311222528017307,1.3230501530135137,2.6168559475154605,350,10,5
syntax_filler,1.888601223682124,1.2482416944156745,2.566199410284694,350,10,5
b_Intercept,3.071119210617375,2.609690979246754,3.585273966759185,350,10,6
b_syntax_dev1,0.7571306718103576,0.5708835883000188,0.9574950238735674,350,10,6
b_syntax_dev1:trial_dev1,0.23742484833150712,-0.011855082438165765,0.4879397615309665,350,10,6
b_trial_dev1,0.4775871590940629,0.22226782060017386,0.7471586210802783,350,10,6
critical_pred,2.0738262280444615,1.5354166613755753,2.652031706966901,350,10,6
critical_subj,3.1132378750021625,2.5320840509462093,3.7765234822448304,350,10,6
filler_pred,2.5541508495695733,1.976576444260004,3.1885664546470864,350,10,6
filler_subj,4.543261889853302,3.8186592461336812,5.332974597747218,350,10,6
syntax_critical,1.039411646957701,0.45131430240391424,1.6476744822613538,350,10,6
syntax_filler,1.9891110402837295,1.3381591840709215,2.689215427785334,350,10,6
b_Intercept,2.806838230975494,2.3067898733045373,3.3699881786848978,350,10,7
b_syntax_dev1,0.7401282696592296,0.5192287819872934,0.9639306006139794,350,10,7
b_syntax_dev1:trial_dev1,0.015420291426294383,-0.14206107093714096,0.17437972898363327,350,10,7
b_trial_dev1,0.026638488631809024,-0.28578371991275064,0.33713254083166005,350,10,7
critical_pred,2.0554917641107497,1.4305105924523822,2.7026104774426405,350,10,7
critical_subj,3.50490772057662,2.838381961470466,4.253746983562972,350,10,7
filler_pred,2.077928158521779,1.4621532681798077,2.7387731077353625,350,10,7
filler_subj,3.5890252806928267,2.8994970915245277,4.343621049621826,350,10,7
syntax_critical,1.4494159564658706,0.9169106373173543,2.0157811495487468,350,10,7
syntax_filler,1.511097122171048,0.964632649137048,2.0593390764466912,350,10,7
b_Intercept,3.364012715533946,2.7770901580702905,4.028373100835151,350,10,8
b_syntax_dev1,0.6105948820779767,0.42578807048592987,0.8095529858322025,350,10,8
b_syntax_dev1:trial_dev1,0.17255759866113923,-0.031270782223043005,0.37428513906836325,350,10,8
b_trial_dev1,-0.5143891757067989,-0.8517920483200622,-0.1895761557348778,350,10,8
critical_pred,3.4403646078239074,2.728873506208001,4.224811156201949,350,10,8
critical_subj,4.3164391746575825,3.5216118801848935,5.192730273643214,350,10,8
filler_pred,2.0664710590880313,1.418049940184849,2.7686367567949888,350,10,8
filler_subj,3.632776020566263,2.909273402851652,4.4179781791865835,350,10,8
syntax_critical,0.8760745668336749,0.31146635151996205,1.4616035155157816,350,10,8
syntax_filler,1.5663049614782318,1.0266336849868642,2.1279014624890595,350,10,8
b_Intercept,3.032217352076164,2.5499668691018607,3.591103660541901,350,10,9
b_syntax_dev1,0.8726870342136938,0.6436102831169193,1.1274233873128123,350,10,9
b_syntax_dev1:trial_dev1,0.23871428176517134,0.06411345412653813,0.4135888990620315,350,10,9
b_trial_dev1,-0.25640842872387615,-0.5672895371595928,0.06464018810977226,350,10,9
critical_pred,2.6546530283515173,2.0313113044727813,3.3350361455752586,350,10,9
critical_subj,3.9225985332485624,3.230672801130685,4.674761610079028,350,10,9
filler_pred,1.6644076073734224,1.0950011931623884,2.283517006800719,350,10,9
filler_subj,3.8872102393311527,3.2096031769950373,4.631432034520445,350,10,9
syntax_critical,1.2679455048970447,0.7020725332100006,1.853211917970737,350,10,9
syntax_filler,2.2228026319577303,1.6468635909565605,2.8581826504181147,350,10,9
b_Intercept,2.833567537889967,2.3388448164829074,3.403461686427048,350,10,10
b_syntax_dev1,0.5962822330921543,0.39689349811943453,0.8027446337846323,350,10,10
b_syntax_dev1:trial_dev1,0.2368308790668269,-0.015861978132137067,0.501547355122061,350,10,10
b_trial_dev1,0.02287516843910393,-0.15959535667219174,0.21060063243449675,350,10,10
critical_pred,2.451241015425536,1.8601795925963784,3.0971443628912168,350,10,10
critical_subj,3.170143723476191,2.530941190922625,3.8711467633158616,350,10,10
filler_pred,2.02332959417009,1.4588102994751349,2.6290214425319944,350,10,10
filler_subj,3.6895558184880524,3.033741311755225,4.431594299334267,350,10,10
syntax_critical,0.7189027080506549,0.06366352992045751,1.3584304153622848,350,10,10
syntax_filler,1.6662262243179626,1.0295391330068955,2.336541320123782,350,10,10
b_Intercept,2.5830293803206104,2.1806073611912566,3.0251058852797614,350,10,11
b_syntax_dev1,0.20322973511984446,0.022313435649319657,0.390120693834325,350,10,11
b_syntax_dev1:trial_dev1,-0.20822510026988603,-0.3937124844172461,-0.025468726682064048,350,10,11
b_trial_dev1,-0.08704009732031036,-0.3216041835883067,0.14970006123262863,350,10,11
critical_pred,2.25861464225119,1.7564360331134712,2.798804130105798,350,10,11
critical_subj,3.081524313030651,2.5266415661507455,3.700242152694967,350,10,11
